timestamp,underlying,maturity,strike,side,lots_change,synthetic_lots_before,synthetic_lots_after,mult,trade_price,combined_delta_lots,threshold_lots,universal_mid,universal_spot
2026-05-14T10:02:13,SENSEX,14-May-26,75000,BUY,3.0,-25.0,-22,20.0,74766.5324632633,-2.818193488811737,2.536808946177349,74763.41849649613,74757.80269909809
2026-05-14T10:03:38,SENSEX,14-May-26,75000,BUY,3.0,-22.0,-19,20.0,74810.03579405425,-2.6960835198544544,2.67767470140827,74806.85425168737,74801.26002877444
2026-05-14T10:04:13,SENSEX,14-May-26,75000,SELL,-3.0,-19.0,-22,20.0,74759.58205306451,3.4156764248281135,2.534948880780199,74760.38323998754,74754.8024595504
2026-05-14T10:06:18,SENSEX,14-May-26,75000,SELL,-3.0,-22.0,-25,20.0,74726.82974132105,2.7537685150468683,2.4369212050638462,74726.12322926612,74720.58143805272
2026-05-14T10:09:41,SENSEX,14-May-26,75000,BUY,3.0,-25.0,-22,20.0,74770.3331480523,-3.1034864476681676,2.564985595800662,74768.54035406695,74763.05416604895
2026-05-14T10:11:22,SENSEX,14-May-26,75000,SELL,-3.0,-22.0,-25,20.0,74730.03029714306,2.650534085358231,2.467837132250459,74729.86258307636,74724.40866815427
2026-05-14T10:11:48,SENSEX,14-May-26,75000,BUY,3.0,-25.0,-22,20.0,74763.38275507237,-2.7766123346208715,2.574560025959592,74766.21524961879,74760.76620480407
2026-05-14T10:16:49,SENSEX,14-May-26,75000,SELL,-3.0,-22.0,-25,20.0,74741.28144551264,2.6079793742442874,2.550134886011235,74740.69216078287,74735.33199157873
2026-05-14T10:17:15,SENSEX,14-May-26,75000,BUY,4.0,-25.0,-21,20.0,74788.33484145647,-3.880480524532935,2.6686932261512806,74787.54910832096,74782.19314739127
2026-05-14T10:18:13,SENSEX,14-May-26,75000,BUY,4.0,-21.0,-17,20.0,74836.03829477761,-3.646056357325481,2.817310897927899,74838.7670590829,74833.42432121362
2026-05-14T10:18:24,SENSEX,14-May-26,75000,SELL,-3.0,-17.0,-20,20.0,74805.53612560248,2.985411093769887,2.7366078170900643,74804.63962898595,74799.30254872078
2026-05-14T10:20:47,SENSEX,14-May-26,75000,SELL,-3.0,-20.0,-23,20.0,74773.98399953092,2.6920666107520645,2.6723437116692765,74772.70160712677,74767.4081841029
2026-05-14T10:21:55,SENSEX,14-May-26,75000,SELL,-3.0,-23.0,-26,20.0,74729.83094505357,2.6818477576132125,2.5834027374428206,74734.81687616711,74729.54585083666
2026-05-14T10:23:03,SENSEX,14-May-26,75000,SELL,-3.0,-26.0,-29,20.0,74689.5781884036,2.8073611174486572,2.426005503520778,74688.39567140999,74683.14773752794
2026-05-14T10:23:27,SENSEX,14-May-26,75000,BUY,3.0,-29.0,-26,20.0,74728.63095736249,-2.7010812447020562,2.5670385001266753,74726.86635940762,74721.62259020617
2026-05-14T10:24:55,SENSEX,14-May-26,75000,BUY,3.0,-26.0,-23,20.0,74775.23430409626,-2.974264684076619,2.75563494633998,74776.89489490294,74771.67305293074
2026-05-14T10:26:53,SENSEX,14-May-26,75000,BUY,3.0,-23.0,-20,20.0,74816.03723773154,-3.2401564700492074,2.867777311351369,74815.89763417584,74810.70734153557
2026-05-14T10:34:56,SENSEX,14-May-26,75000,BUY,3.0,-20.0,-17,20.0,74851.23995868592,-3.3541706083629883,3.056541154647431,74857.00047253243,74851.94761932202
2026-05-14T10:35:06,SENSEX,14-May-26,75000,BUY,3.0,-17.0,-14,20.0,74890.64262250201,-3.237277765995291,3.1277736008754298,74888.8208727166,74883.76870213237
2026-05-14T10:35:32,SENSEX,14-May-26,75000,BUY,3.0,-14.0,-11,20.0,74925.24496452308,-3.407652264677864,3.149634976858261,74924.82330410526,74919.7763903236
2026-05-14T10:37:14,SENSEX,14-May-26,75000,SELL,-3.0,-11.0,-14,20.0,74888.2425162904,3.1586679228752192,3.1555445160209343,74888.40748276206,74883.39266786147
2026-05-14T10:41:16,SENSEX,14-May-26,75000,SELL,-3.0,-14.0,-17,20.0,74860.34077901828,3.34002110549881,3.1584095943978827,74860.81911184356,74855.87643609323
2026-05-14T10:43:38,SENSEX,14-May-26,75000,SELL,-6.0,-17.0,-23,20.0,74796.93670410209,5.917527492716186,2.9894799170241404,74796.45839895337,74791.56097979833
2026-05-14T10:44:57,SENSEX,14-May-26,75000,SELL,-3.0,-23.0,-26,20.0,74751.88383014586,3.14557804253986,2.840466495966777,74755.39383446916,74750.52198828782
2026-05-14T10:45:19,SENSEX,14-May-26,75000,SELL,-3.0,-26.0,-29,20.0,74715.03145360698,2.9319605233103374,2.698706541743416,74717.99140858438,74713.128593891
2026-05-14T10:46:57,SENSEX,14-May-26,75000,SELL,-3.0,-29.0,-32,20.0,74678.7292125356,2.690944275527979,2.5319839403922524,74677.86386212512,74673.03191506835
2026-05-14T10:48:24,SENSEX,14-May-26,75000,SELL,-3.0,-32.0,-35,20.0,74620.22555522091,2.5636941819026546,2.253209645445709,74620.1448599984,74615.34181708207
2026-05-14T10:49:47,SENSEX,14-May-26,75000,SELL,-2.0,-35.0,-37,20.0,74566.47223517727,2.0675957154291495,2.0095914861284685,74566.73567840847,74561.96013145204
2026-05-14T10:50:07,SENSEX,14-May-26,75000,SELL,-2.0,-37.0,-39,20.0,74517.76915296346,1.8968878205216768,1.8042684406371923,74519.86027856848,74515.0934394778
2026-05-14T10:50:28,SENSEX,14-May-26,75000,BUY,2.0,-39.0,-37,20.0,74567.52237112643,-2.03841827332689,2.002637738399245,74566.06644364228,74561.30278354837
2026-05-14T10:51:40,SENSEX,14-May-26,75000,BUY,3.0,-37.0,-34,20.0,74638.92703333231,-2.576254074514125,2.3921569266201788,74638.42108316696,74633.67357788993
2026-05-14T10:56:26,SENSEX,14-May-26,75000,SELL,-2.0,-34.0,-36,20.0,74596.42477790201,2.410998797961973,2.175868964815626,74596.54353431784,74591.88150050731
2026-05-14T10:57:23,SENSEX,14-May-26,75000,SELL,-2.0,-36.0,-38,20.0,74561.22267433045,2.0165330074532974,2.0060252042745477,74560.31630093927,74555.67291932828
2026-05-14T11:08:44,SENSEX,14-May-26,75000,SELL,-2.0,-38.0,-40,20.0,74523.57158874431,1.8846627879628954,1.8695385408097893,74525.31458283777,74520.87035214584
2026-05-14T11:10:49,SENSEX,14-May-26,75000,BUY,2.0,-40.0,-38,20.0,74572.57471728306,-2.09994306064506,2.0769103168524596,74571.16442166155,74566.75344805242
2026-05-14T11:12:04,SENSEX,14-May-26,75000,BUY,2.0,-38.0,-36,20.0,74618.97757343487,-2.4333655482236054,2.3023357480635283,74617.39513796777,74613.00323934156
2026-05-14T11:15:08,SENSEX,14-May-26,75000,BUY,3.0,-36.0,-33,20.0,74658.13012182506,-2.7453155344228506,2.4315195054652814,74653.400197706,74649.059442804
2026-05-14T11:15:42,SENSEX,14-May-26,75000,BUY,3.0,-33.0,-30,20.0,74701.88270563938,-2.946427223993034,2.621402680034136,74699.76918541666,74695.43570738302
2026-05-14T11:16:14,SENSEX,14-May-26,75000,SELL,-3.0,-30.0,-33,20.0,74662.03043523974,2.568271295191547,2.4693754466784057,74662.65073233975,74658.32857728547
2026-05-14T11:16:40,SENSEX,14-May-26,75000,BUY,3.0,-33.0,-30,20.0,74701.03272303127,-2.6370018312724355,2.6319660527587025,74698.21911820208,74693.90239562071
2026-05-14T11:18:09,SENSEX,14-May-26,75000,BUY,4.0,-30.0,-26,20.0,74758.7361411536,-3.721732526389225,2.874063442081442,74756.878267241,74752.58403063778
2026-05-14T11:20:42,SENSEX,14-May-26,75000,BUY,3.0,-26.0,-23,20.0,74805.58894815792,-3.157080019181006,3.096540658504635,74804.55310122421,74800.30062637934
2026-05-14T11:21:13,SENSEX,14-May-26,75000,BUY,3.0,-23.0,-20,20.0,74825.84012014388,-3.263649301999841,3.0794474266144993,74825.65429176638,74821.40953287906
2026-05-14T11:21:51,SENSEX,14-May-26,75000,BUY,4.0,-20.0,-16,20.0,74858.99202164791,-3.5148223384524364,3.1275641226381623,74860.72560686403,74856.48992294028
2026-05-14T11:22:09,SENSEX,14-May-26,75000,BUY,4.0,-16.0,-12,20.0,74904.39459705188,-3.608659844730507,3.186246823918567,74904.27241579704,74900.03935066643
2026-05-14T11:24:32,SENSEX,14-May-26,75000,BUY,3.0,-12.0,-9,20.0,74950.9472551886,-3.439551140975489,3.366270997758912,74950.35841350447,74946.16446678656
2026-05-14T11:25:27,SENSEX,14-May-26,75000,SELL,-4.0,-9.0,-13,20.0,74909.49495503766,3.569520527096886,3.3587515408781123,74910.60337817366,74906.42768639291
2026-05-14T11:26:19,SENSEX,14-May-26,75000,SELL,-4.0,-13.0,-17,20.0,74873.74298717614,3.6440541614705904,3.2464648781072474,74872.84015982776,74868.68142022498
2026-05-14T11:27:11,SENSEX,14-May-26,75000,BUY,4.0,-17.0,-13,20.0,74898.89440479995,-3.566940273473831,3.3243723046454634,74899.7972217701,74895.65225484109
2026-05-14T11:27:36,SENSEX,14-May-26,75000,BUY,4.0,-13.0,-9,20.0,74942.69683436098,-3.748845988586165,3.3872633321846353,74944.23849263857,74940.09829544151
2026-05-14T11:28:16,SENSEX,14-May-26,75000,BUY,4.0,-9.0,-5,20.0,74987.69932235609,-3.6523314151084065,3.4224125558030876,74986.00749264815,74981.87651604126
2026-05-14T11:28:46,SENSEX,14-May-26,75000,BUY,5.0,-5.0,0,20.0,75036.30199554532,-4.5285302011894455,3.3632465254201356,75036.98253002262,75032.8576961793
2026-05-14T11:31:53,SENSEX,14-May-26,75000,BUY,5.0,0.0,5,20.0,75094.25511312872,-4.527295946382651,3.4425146351529525,75089.507567973,75085.43413042207
2026-05-14T11:33:20,SENSEX,14-May-26,75000,BUY,3.0,5.0,8,20.0,75139.80753710633,-3.326949191871103,3.152101809205761,75137.13239288774,75133.08170600886
2026-05-14T11:33:47,SENSEX,14-May-26,75000,BUY,3.0,8.0,11,20.0,75169.15910184087,-3.3206775167278337,3.137676273686074,75170.86805187585,75166.82337871933
2026-05-14T11:35:36,SENSEX,14-May-26,75000,BUY,3.0,11.0,14,20.0,75204.6109225651,-3.4030880762207776,3.141459637003641,75204.72258299543,75200.70799536827
2026-05-14T11:37:41,SENSEX,14-May-26,75000,SELL,-4.0,14.0,10,20.0,75154.05814952707,3.7261651362642905,3.2736587224324767,75155.95295985744,75151.97728264923
2026-05-14T11:38:02,SENSEX,14-May-26,75000,BUY,3.0,10.0,13,20.0,75194.11025238542,-3.231162135274145,3.1483131993309614,75192.04429806798,75188.07285498669
2026-05-14T11:39:23,SENSEX,14-May-26,75000,BUY,3.0,13.0,16,20.0,75230.56210472996,-3.1780604198998503,3.0018110918322654,75230.876621052,75226.92692842019
2026-05-14T11:41:09,SENSEX,14-May-26,75000,BUY,3.0,16.0,19,20.0,75268.3139767955,-3.2372344470943126,2.911795064395386,75268.90098457487,75264.98013762996
2026-05-14T11:41:55,SENSEX,14-May-26,75000,BUY,3.0,19.0,22,20.0,75312.66623066612,-3.2137963527731728,2.7183982528130772,75314.71797744009,75310.80835138724
2026-05-14T11:42:12,SENSEX,14-May-26,75000,BUY,3.0,22.0,25,20.0,75349.01809536206,-2.7094113030757825,2.592465289737874,75351.99232632211,75348.08559025144
2026-05-14T11:45:02,SENSEX,14-May-26,75000,BUY,3.0,25.0,28,20.0,75406.07078548953,-2.5202183172113592,2.3866510478909304,75402.75270024523,75398.8930698977
2026-05-14T11:45:38,SENSEX,14-May-26,75000,SELL,-3.0,28.0,25,20.0,75368.71882168777,2.6536439272259003,2.478999301047053,75370.28113989285,75366.43377486768
2026-05-14T11:46:46,SENSEX,14-May-26,75000,SELL,-3.0,25.0,22,20.0,75322.46637586318,2.6419644251798964,2.641424502033524,75322.67615156675,75318.85102767505
2026-05-14T11:47:04,SENSEX,14-May-26,75000,BUY,3.0,22.0,25,20.0,75362.96840714848,-2.929108165999736,2.5669948970640046,75356.36553665777,75352.54400348169
2026-05-14T11:48:54,SENSEX,14-May-26,75000,BUY,2.0,25.0,27,20.0,75399.37008357818,-2.4153348174115123,2.3966662311673548,75399.98994186646,75396.19821671094
2026-05-14T11:51:33,SENSEX,14-May-26,75000,BUY,3.0,27.0,30,20.0,75447.07220649118,-2.6061546073736324,2.157739132122084,75452.82514032733,75449.07732851485
2026-05-14T11:54:08,SENSEX,14-May-26,75000,SELL,-3.0,30.0,27,20.0,75404.01982471632,2.756876530475882,2.3584814814945623,75403.07760444758,75399.37767555493
2026-05-14T11:55:49,SENSEX,14-May-26,75000,SELL,-3.0,27.0,24,20.0,75362.16762980052,2.718328802076872,2.4282341579507776,75363.42565354155,75359.75707012626
2026-05-14T11:56:23,SENSEX,14-May-26,75000,BUY,3.0,24.0,27,20.0,75398.46934457349,-2.7156050608073024,2.3409220830561703,75398.68221810632,75395.02182272238
2026-05-14T12:00:58,SENSEX,14-May-26,75000,SELL,-3.0,27.0,24,20.0,75339.51611984117,2.9336716929789795,2.5724868932922718,75345.95455581372,75342.3772151533
2026-05-14T12:04:07,SENSEX,14-May-26,75000,SELL,-3.0,24.0,21,20.0,75298.0639335812,2.8685292694601863,2.757111545570712,75299.1069702968,75295.58696635529
2026-05-14T12:05:43,SENSEX,14-May-26,75000,BUY,3.0,21.0,24,20.0,75332.21540660677,-2.6976260529350995,2.6799683556370337,75333.19690198274,75329.70329837897
2026-05-14T12:06:19,SENSEX,14-May-26,75000,SELL,-3.0,24.0,21,20.0,75295.06364164887,3.0527487212263473,2.789657656729675,75295.80442931694,75292.32328565774
2026-05-14T12:07:27,SENSEX,14-May-26,75000,BUY,3.0,21.0,24,20.0,75333.46532993903,-2.700518051411887,2.6931401108286366,75333.55154241851,75330.08833755483
2026-05-14T12:07:47,SENSEX,14-May-26,75000,BUY,3.0,24.0,27,20.0,75374.51718813561,-2.791348609304201,2.583640753100943,75375.12385833144,75371.66458358818
2026-05-14T12:09:20,SENSEX,14-May-26,75000,SELL,-3.0,27.0,24,20.0,75330.31503987196,2.81157091083659,2.7765791745524897,75331.59916217485,75328.16917119913
2026-05-14T12:10:20,SENSEX,14-May-26,75000,SELL,-3.0,24.0,21,20.0,75282.7628090702,3.3262595302515265,2.9445063227744828,75282.94696251757,75279.5366676634
2026-05-14T12:12:10,SENSEX,14-May-26,75000,BUY,3.0,21.0,24,20.0,75328.36473470899,-2.7975299463867103,2.7836688583695492,75326.70344191314,75323.323307153
2026-05-14T12:14:38,SENSEX,14-May-26,75000,BUY,3.0,24.0,27,20.0,75369.76638028279,-3.2211181590085296,2.6445307134305227,75372.03262087397,75368.69371481116
2026-05-14T12:15:18,SENSEX,14-May-26,75000,BUY,3.0,27.0,30,20.0,75417.86844569848,-2.957370240806739,2.4473010555721433,75418.63023661837,75415.30108045113
2026-05-14T12:16:54,SENSEX,14-May-26,75000,BUY,3.0,30.0,33,20.0,75455.1699236339,-2.680637394204041,2.3202855808678744,75457.23407102062,75453.93116757827
2026-05-14T12:19:46,SENSEX,14-May-26,75000,SELL,-3.0,33.0,30,20.0,75417.3679899306,2.6342079536226564,2.4775625680179703,75419.09004702294,75415.83923663749
2026-05-14T12:20:26,SENSEX,14-May-26,75000,BUY,3.0,30.0,33,20.0,75457.11963240494,-2.693543283617153,2.3130221188310065,75459.27969335168,75456.03886309589
2026-05-14T12:21:03,SENSEX,14-May-26,75000,SELL,-2.0,33.0,31,20.0,75416.3178202756,2.479281070123111,2.4788445970845556,75420.24230556199,75417.01397989733
2026-05-14T12:24:19,SENSEX,14-May-26,75000,BUY,3.0,31.0,34,20.0,75470.16976936802,-2.858453861744959,2.3016119188316106,75469.91322310806,75466.73991723858
2026-05-14T12:28:57,SENSEX,14-May-26,75000,BUY,2.0,34.0,36,20.0,75512.27098716745,-2.2539664129041554,2.127154449561827,75513.25259138769,75510.15889817373
2026-05-14T12:29:46,SENSEX,14-May-26,75000,SELL,-2.0,36.0,34,20.0,75461.91883545835,2.440205169178604,2.3513387379598156,75461.64843615537,75458.57137017076
2026-05-14T12:30:42,SENSEX,14-May-26,75000,SELL,-3.0,34.0,31,20.0,75421.46709537855,2.525194017205621,2.51273912881421,75424.69491742572,75421.63557133269
2026-05-14T12:32:51,SENSEX,14-May-26,75000,BUY,3.0,31.0,34,20.0,75458.16835418022,-2.695940433131927,2.409384971280514,75454.79618614438,75451.77347426409
2026-05-14T12:33:36,SENSEX,14-May-26,75000,SELL,-3.0,34.0,31,20.0,75418.7167007146,2.637125193182939,2.546021762332541,75419.998803388,75416.99064089202
2026-05-14T12:39:09,SENSEX,14-May-26,75000,SELL,-3.0,31.0,28,20.0,75354.41367856588,3.422533861828306,2.8689476755858423,75355.64828824945,75352.73994339154
2026-05-14T12:40:08,SENSEX,14-May-26,75000,BUY,3.0,28.0,31,20.0,75401.31539620341,-2.741053801584087,2.6757944668049025,75399.7249894494,75396.83232818155
2026-05-14T12:40:58,SENSEX,14-May-26,75000,SELL,-3.0,31.0,28,20.0,75366.71399754168,2.8988834877207452,2.800439373495607,75365.14676113604,75362.27005942911
2026-05-14T12:41:22,SENSEX,14-May-26,75000,BUY,3.0,28.0,31,20.0,75402.71533506352,-2.8254044521818784,2.684484938773158,75399.72689355857,75396.85573494845
2026-05-14T12:44:09,SENSEX,14-May-26,75000,BUY,3.0,31.0,34,20.0,75441.81653767463,-3.040134608227085,2.5395554787147705,75439.09959198584,75436.27582425014
2026-05-14T12:44:43,SENSEX,14-May-26,75000,BUY,3.0,34.0,37,20.0,75478.76785660925,-2.793121805464324,2.337408730805889,75483.84566779077,75481.03034608888
2026-05-14T12:46:38,SENSEX,14-May-26,75000,SELL,-3.0,37.0,34,20.0,75434.56601420532,2.728971315818292,2.5600823052077093,75440.14963700398,75437.36958976899
2026-05-14T12:47:55,SENSEX,14-May-26,75000,BUY,3.0,34.0,37,20.0,75477.51745574221,-2.6893594188856014,2.382266497681705,75477.0082983319,75474.24922181151
2026-05-14T12:50:54,SENSEX,14-May-26,75000,SELL,-3.0,37.0,34,20.0,75437.66569384086,2.777068688894701,2.5766465092520088,75437.95494679618,75435.24988840155
2026-05-14T12:52:23,SENSEX,14-May-26,75000,SELL,-4.0,34.0,30,20.0,75384.61365920347,3.685641886213663,2.8058590119834297,75384.47800015916,75381.80078914735
2026-05-14T12:54:43,SENSEX,14-May-26,75000,BUY,3.0,30.0,33,20.0,75413.21445107796,-2.8584767156722712,2.6958566884781456,75414.6755132371,75412.03808525534
2026-05-14T12:56:06,SENSEX,14-May-26,75000,SELL,-3.0,33.0,30,20.0,75376.51304657084,2.8978017579762962,2.8734624918794487,75376.99400516134,75374.38211348622
2026-05-14T12:57:08,SENSEX,14-May-26,75000,BUY,3.0,30.0,33,20.0,75409.76409998389,-2.8473983602920363,2.6994121266017634,75414.7953476075,75412.2003242759
2026-05-14T12:58:58,SENSEX,14-May-26,75000,BUY,3.0,33.0,36,20.0,75449.36527081416,-2.6077219047081996,2.5630696057990754,75449.03006450001,75446.46607437663
2026-05-14T12:59:57,SENSEX,14-May-26,75000,SELL,-3.0,36.0,33,20.0,75405.26367917689,2.8055138511238837,2.7815867272255947,75410.54529287793,75407.99990269946
2026-05-14T13:00:15,SENSEX,14-May-26,75000,BUY,3.0,33.0,36,20.0,75448.26509991201,-2.621338163808808,2.567974911148398,75448.33168084786,75445.79018660821
2026-05-14T13:00:51,SENSEX,14-May-26,75000,BUY,2.0,36.0,38,20.0,75488.916399277,-2.4425464282719886,2.3754364691289895,75488.8479488325,75486.31589523294
2026-05-14T13:03:03,SENSEX,14-May-26,75000,BUY,2.0,38.0,40,20.0,75533.61762692967,-2.1807576875054977,2.1299011176967055,75535.13111541484,75532.63597212108
2026-05-14T13:04:06,SENSEX,14-May-26,75000,BUY,2.0,40.0,42,20.0,75575.56887190645,-1.9674276715934482,1.9290929642535877,75576.82915850845,75574.35112517593
2026-05-14T13:05:12,SENSEX,14-May-26,75000,BUY,2.0,42.0,44,20.0,75635.62067693322,-1.726078494002266,1.6834860184944231,75630.77925428876,75628.31896212205
2026-05-14T13:06:42,SENSEX,14-May-26,75000,SELL,-2.0,44.0,42,20.0,75557.41793921149,2.35327625393316,2.0363656515806614,75557.94703748758,75555.5153791281
2026-05-14T13:10:20,SENSEX,14-May-26,75000,SELL,-3.0,42.0,39,20.0,75509.86597693262,2.6097064101191023,2.274231969766485,75511.75193503106,75509.38573248488
2026-05-14T13:11:00,SENSEX,14-May-26,75000,SELL,-3.0,39.0,36,20.0,75453.76414988626,2.816565660267784,2.5448473109245233,75458.62526896478,75456.27221624913
2026-05-14T13:11:39,SENSEX,14-May-26,75000,SELL,-3.0,36.0,33,20.0,75407.9626593298,2.9063267098109264,2.809806893812551,75408.00179983117,75405.66184360614
2026-05-14T13:12:12,SENSEX,14-May-26,75000,BUY,3.0,33.0,36,20.0,75450.6639270795,-2.9290433275412866,2.641005391548284,75445.55604336047,75443.22451382403
2026-05-14T13:12:38,SENSEX,14-May-26,75000,BUY,3.0,36.0,39,20.0,75483.36488840467,-2.5089809231954447,2.455407649508054,75483.34486675775,75481.01986009932
2026-05-14T13:16:09,SENSEX,14-May-26,75000,BUY,2.0,39.0,41,20.0,75534.51602647029,-2.2559064275220493,2.1747238442410697,75535.75706873782,75533.49226935652
2026-05-14T13:18:26,SENSEX,14-May-26,75000,SELL,-3.0,41.0,38,20.0,75482.0641980882,2.96305446028353,2.4680229911002867,75480.64943007362,75478.42632177618
2026-05-14T13:19:24,SENSEX,14-May-26,75000,BUY,2.0,38.0,40,20.0,75526.5653907851,-2.2354614415549676,2.228458210638828,75524.15216736628,75521.94469985094
2026-05-14T13:23:03,SENSEX,14-May-26,75000,SELL,-3.0,40.0,37,20.0,75475.61349724985,2.5641484941916914,2.4506910643424114,75478.57439197102,75476.4324149601
2026-05-14T13:23:22,SENSEX,14-May-26,75000,BUY,3.0,37.0,40,20.0,75522.46478815132,-3.2737405828844857,2.2173127577134415,75524.52710945925,75522.38941872618
2026-05-14T13:24:59,SENSEX,14-May-26,75000,SELL,-3.0,40.0,37,20.0,75470.86315099204,2.600702189236017,2.4920030485109135,75472.6284249557,75470.52050902937
2026-05-14T13:25:32,SENSEX,14-May-26,75000,BUY,2.0,37.0,39,20.0,75501.7139479268,-2.3707918567203237,2.3405557283989165,75502.20284129583,75500.10383806335
2026-05-14T13:31:36,SENSEX,14-May-26,75000,BUY,2.0,39.0,41,20.0,75535.0141187592,-2.341916400665731,2.16149328440242,75536.34963977372,75534.3562726944
2026-05-14T13:33:09,SENSEX,14-May-26,75000,BUY,2.0,41.0,43,20.0,75580.71511372343,-2.101944219142972,1.9276006008266655,75579.3520652212,75577.38503285528
2026-05-14T13:36:54,SENSEX,14-May-26,75000,BUY,2.0,43.0,45,20.0,75618.66556338125,-1.7735628929183065,1.7456919715481818,75617.84793335202,75615.9456626168
